,number,sentences
2202,pl,కొందరు దీనిని ఆకుకూరల్లో రారాజుగా చెబుతారు .
2203,sg,వాడు ఇంటిలో ఆఇఈఅని రాశేవాడు .
2204,sg,ఇది రకరకాల వాతావరణాల్లో పెరుగుతుంది .
2205,,బంకమట్టి నేల దీనికి అనుకూలము
2206,pl,నేల బాగా తవ్వినతరువాత విత్తనాలు వెదజల్లుతారు .
2207,any,ఇలా చేయటంవలన సులభంగా కలుపు తీయవచ్చు .
2208,any,ఆకులు బాగా పెరగటానికి నత్రజని ఎరువులు వేయాలి .
2209,any,సరిపోయినంత పశువుల పేడ వేయాలి .
2210,any,నివారణకు బోర్డో మిశ్రమం చల్లాలి .
2211,sg,పెద్దగా సాగదీస్తూ వాటిని పలికేవాడు .
2212,any,దీని పెంపకానికి 5 సెంట్లు భూమిలో రెండున్నర కిలోల గింజలు చల్లాలి .
2213,sg,నాలుగు వారాలలో కోతకు వస్తుంది .
2214,sg,మరల రెండో కోత 15 రోజులకే వస్తుంది .
2215,sg,మూడో కోత మరో 15 రోజులకు వస్తుంది .
2216,sg,ఖర్చు 250 రూపాయలు మించదు .
2217,any,మూడో కోత కాగానే మరల గింజలు చల్లుకోవాలి .
2218,any,ఇందుకు నేలను చదును చేసుకోవాలి .
2219,,తోటకూర ఇది రెండు రకాలు
2220,pl,చిన్నతోటకూర మొక్కలు పొట్టిగా ఉంటాయి .
2221,pl,కోసిన ప్రతిసారి చిగురిస్తాయి .
2222,pl,ఆకులు పెద్దవిగా ఉంటాయి .
2223,pl,నేల చదును చేసి విత్తనాలు చల్లుతారు .
2224,sg,గింజలు చల్లిన మూడు నాలుగు వారాలో తోటకూర కోతకు వస్తుంది .
2225,pl,దీని విత్తనాలను మడిలో చల్లుతారు .
2226,pl,చల్లిన 5 లేక 6 రోజుల్లో మొలకెత్తుతాయి .
2227,pl,నీరు పెడుతూఉంటే మొక్కలు పెరుగుతాయి .
2228,pl,చల్లిన మూడు వారాలకు రెమ్మలు కోస్తారు .
2229,pl,తరువాత మొక్కలు పెరికి పీకి కట్టలు కడతారు .
2230,sg,ఇది అజీర్తిని పోగొడుతుంది .
2231,sg,అది చూచి మా అమ్మ మురిసిపొయ్యేది .
2232,sg,ఆకలి కలుగజేస్తుంది .
2233,,కాళ్లకు నీరు పట్టినవారు ఈ కూర తింటే మంచిది
2234,sg,దీని అమ్మకంవలన ఆదాయం 500 రూపాయలు ఉంటుంది .
2235,pl,దీనిలో రెండు రకాలు ఉన్నవి .
2236,pl,దీని మొక్కలు నిటారుగా పెరుగుతాయి .
2237,pl,ఆకులు చాలాసార్లు కోస్తారు .
2238,sg,ఒక రకం గోంగూర మూర ఎత్తుకు పెరుగుతుంది .
2239,pl,ఈ రకం గోంగూరమొక్కలు పీకి కట్టలు కట్టి అమ్ముతారు .
2240,sg,మా నాయన ఉబ్బిపొయ్యేవాడు .
2241,pl,కోసిన గోంగూరను తూకం వేసి అమ్ముతారు .
2242,pl,ఆకులు కోసినతరువాత చివరిదశలో గోగులు పీకుతారు .
2243,pl,గోగులు నీటిలో ఊరబెడతారు .
2244,pl,ఊరిన గోగులనుండి నార తీస్తారు .
2245,pl,ఈ నారను తాళ్లు పేనటానికి ఉపయోగిస్తారు .
2246,sg,తాళ్లకి బాగా గిరాకీ ఉంటుంది .
2247,pl,నార తీసిన తరువాత గోగు పుల్లలు ఎండబెడతారు .
2248,pl,ఎండిన గోగులను వంటచెరుకుగా వాడతారు .
2249,sg,గోంగూర పచ్చడి పసందుగా ఉంటుంది .
2250,pl,గోంగూరతో కలిపి పప్పు వండుతారు .
2251,sg,నాకుకూడా ముచ్చట వేసింది .
2252,any,దీని పువ్వులను పప్పులో పెట్టవచ్చు .
2253,pl,కూరల్లో వేసి వండుతారు .
2254,pl,గోగుపూలు పచ్చడి చేస్తారు .
2255,sg,ఇది మలబద్దకం పోగొడుతుంది .
2256,pl,దీని ఆకులు ఉడికించి కడితే వాపులు తగ్గుతాయి .
2257,sg,గింజలు చల్లిన నాలుగు వారాలలో గోంగూర తయారవుతుంది .
2258,any,5 సెంట్లలో దీనిని వేసి 300 రూపాయలు ఆదాయం తీయవచ్చు .
2259,sg,ఖర్చులు 150 రూపాయలు ఉంటుంది .
2260,sg,ఉబలాటం పుట్టేది .
2261,sg,ఒకటి తీగవలె పాకుతుంది .
2262,sg,రెండవది పాకదు .
2263,pl,దీని మొక్కలు పొట్టిగా ఉంటాయి .
2264,pl,దీనిని మట్టుబచ్చలి అంటారు .
2265,pl,రెండూ కూరగా వండుతారు .
2266,any,వేపుడుకూడా చేయవచ్చు .
2267,sg,పప్పులో వేసి వండితే రుచిగా ఉంటుంది .
2268,,బచ్చలి కూరలో పోషక పదార్థాలు ఎక్కువ
2269,sg,సెలవురోజుల్లో మా తమ్ముడు ఆడుకోవడానికి పొయ్యేవాడు .
2270,,కంటి జబ్బులు పోగొడుగుతుంది .
2271,pl,కాలిన శరీర భాగంలో దీని రసం పూస్తే బొబ్బలు రావు .
2272,sg,గింజలు చల్లిన 4 వారాలలో ఇది పెరుగుతుంది .
2273,pl,చుక్కకూర ఐదు సెంట్ల నేలలో ఐదు కిలోల గింజలు వేసి చుక్కకూర పెంచుతారు .
2274,pl,దీనినే పుల్లబచ్చలి అంటారు .
2275,sg,చుక్కకూర పప్పు చాలా రుచిగా ఉంటుంది .
2276,sg,అప్పుడు వాడి పలక తీసుకొనేదాన్ని .
2277,any,600 రూపాయలు పెట్టుబడితో 1000 రూపాయల ఆదాయం పొందవచ్చు .
2278,sg,10 సెంట్ల భూమిలో సాగుకు ఆదాయం వస్తుంది .
2279,pl,విత్తనాలు నీడ ఉన్న చోట నాటితే తేలిగ్గా మొలకెత్తుతాయి .
